index,winery,wine,year,rating,num_reviews,region,type,body,acidity,price
2304,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2305,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2306,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2307,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2308,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2309,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2310,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2311,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2312,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2313,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2314,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2315,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2316,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2317,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2318,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2319,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2320,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2321,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2322,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2323,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2324,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2325,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2326,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2327,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2328,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2329,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2330,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2331,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2332,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2333,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2334,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2335,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2336,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2337,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2338,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2339,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2340,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2341,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2342,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2343,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2344,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2345,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2346,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2347,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2348,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2349,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2350,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2351,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2352,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2353,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2354,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2355,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2356,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2357,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2358,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2359,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2360,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2361,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2362,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2363,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2364,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2365,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2366,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2367,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2368,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2369,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2370,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2371,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2372,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2373,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2374,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2375,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2376,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2377,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2378,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2379,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2380,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2381,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2382,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2383,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2384,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2385,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2386,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2387,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2388,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2389,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2390,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2391,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2392,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2393,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2394,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2395,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2396,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2397,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2398,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2399,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2400,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2401,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2402,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2403,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2404,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2405,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2406,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2407,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2408,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2409,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2410,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2411,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2412,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2413,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2414,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2415,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2416,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2417,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2418,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2419,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2420,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2421,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2422,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2423,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2424,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2425,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2426,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2427,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2428,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2429,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2430,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2431,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2432,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2433,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2434,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2435,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2436,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2437,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2438,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2439,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2440,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2441,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2442,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2443,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2444,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2445,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2446,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2447,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2448,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2449,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2450,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2451,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2452,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2453,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2454,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2455,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2456,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2457,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2458,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2459,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2460,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2461,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2462,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2463,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2464,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2465,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2466,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2467,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2468,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2469,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2470,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2471,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2472,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2473,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2474,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2475,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2476,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2477,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2478,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2479,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2480,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2481,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2482,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2483,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2484,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2485,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2486,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2487,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2488,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2489,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2490,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2491,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2492,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2493,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2494,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2495,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2496,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2497,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2498,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2499,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2500,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2501,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2502,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2503,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2504,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2505,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2506,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2507,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2508,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2509,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2510,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2511,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2512,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2513,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2514,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2515,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2516,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2517,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2518,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2519,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2520,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2521,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2522,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2523,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2524,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2525,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2526,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2527,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2528,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2529,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2530,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2531,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2532,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2533,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2534,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2535,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2536,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2537,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2538,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2539,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2540,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2541,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2542,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2543,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2544,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2545,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2546,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2547,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2548,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2549,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2550,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2551,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2552,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2553,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2554,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2555,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2556,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2557,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2558,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2559,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2560,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
2561,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
2562,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
2563,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
2564,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
2565,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
2566,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
2567,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
2568,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
2569,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
2570,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
2571,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
2572,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
2573,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
2574,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
2575,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
2576,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
2577,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
2578,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
2579,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
2580,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
2581,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
2582,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
2583,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
2584,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
2585,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
